year,Season_type,RANK,PLAYER,"['TEAM', 'GP', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS', 'AST_TOV']"
2015-16,Playoffs,194,Steve Blake,"['DET', '4', '43', '1', '5', '0.2', '1', '2', '0.5', '1', '2', '0.5', '0', '4', '4', '10', '0', '0', '5', '7', '4', '2.0']"
2015-16,Playoffs,198,Jeff Ayres,"['LAC', '2', '2', '1', '1', '1.0', '0', '0', '0.0', '1', '1', '1.0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '0.0']"
2015-16,Playoffs,198,Josh Huestis,"['OKC', '2', '10', '1', '3', '0.333', '1', '2', '0.5', '0', '0', '0.0', '1', '2', '3', '0', '0', '0', '0', '1', '3', '0.0']"
2015-16,Playoffs,198,Montrezl Harrell,"['HOU', '2', '12', '1', '3', '0.333', '0', '1', '0.0', '1', '2', '0.5', '0', '2', '2', '0', '0', '0', '1', '1', '3', '0.0']"
2015-16,Playoffs,201,James Young,"['BOS', '3', '10', '1', '3', '0.333', '0', '1', '0.0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '1', '1', '2', '0.0']"
2015-16,Playoffs,201,Jodie Meeks,"['DET', '1', '2', '1', '1', '1.0', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '0.0']"
2015-16,Playoffs,201,Kelly Olynyk,"['BOS', '4', '32', '1', '9', '0.111', '0', '3', '0.0', '0', '0', '0.0', '2', '2', '4', '3', '1', '0', '4', '5', '2', '0.75']"
2015-16,Playoffs,201,Nazr Mohammed,"['OKC', '5', '10', '1', '2', '0.5', '0', '0', '0.0', '0', '0', '0.0', '1', '2', '3', '0', '0', '1', '1', '1', '2', '0.0']"
2015-16,Playoffs,201,Spencer Dinwiddie,"['CHI', '1', '2', '1', '1', '1.0', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0', '1', '0', '0', '0', '0', '2', '0.0']"
2015-16,Playoffs,201,Troy Daniels,"['CHA', '4', '18', '1', '8', '0.125', '0', '3', '0.0', '0', '0', '0.0', '0', '2', '2', '0', '0', '0', '0', '2', '2', '0.0']"
2015-16,Playoffs,207,Aaron Harrison,"['CHA', '2', '7', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '1', '1', '0', '0', '0', '0', '1', '0', '0.0']"
2015-16,Playoffs,207,Briante Weber,"['MIA', '2', '6', '0', '1', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0', '1', '1', '0', '0', '1', '0', '0.0']"
2015-16,Playoffs,207,C.J. Wilcox,"['LAC', '2', '7', '0', '1', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '1', '1', '1', '0', '0', '0', '1', '0', '0.0']"
2015-16,Playoffs,207,John Holland,"['BOS', '1', '1', '0', '1', '0.0', '0', '1', '0.0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0']"
2015-16,Playoffs,207,Jordan Hill,"['IND', '5', '15', '0', '3', '0.0', '0', '0', '0.0', '0', '0', '0.0', '2', '4', '6', '2', '0', '0', '0', '1', '0', '0.0']"
2015-16,Playoffs,207,Jorge Gutierrez,"['CHA', '3', '12', '0', '3', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '2', '2', '2', '0', '0', '1', '0', '0', '2.0']"
2015-16,Playoffs,207,Noah Vonleh,"['POR', '6', '12', '0', '3', '0.0', '0', '0', '0.0', '0', '0', '0.0', '1', '3', '4', '2', '2', '0', '0', '1', '0', '0.0']"
2015-16,Playoffs,207,Pablo Prigioni,"['LAC', '5', '26', '0', '5', '0.0', '0', '2', '0.0', '0', '0', '0.0', '2', '1', '3', '7', '0', '0', '3', '8', '0', '2.33']"
2015-16,Playoffs,207,Tyler Hansbrough,"['CHA', '2', '6', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0']"
2016-17,Playoffs,1,LeBron James,"['CLE', '18', '744', '217', '384', '0.565', '44', '107', '0.411', '113', '162', '0.698', '19', '145', '164', '141', '35', '23', '72', '43', '591', '1.96']"
2016-17,Playoffs,2,Stephen Curry,"['GSW', '17', '601', '151', '312', '0.484', '72', '172', '0.419', '103', '114', '0.904', '22', '84', '106', '114', '34', '4', '58', '37', '477', '1.97']"
2016-17,Playoffs,3,Kyrie Irving,"['CLE', '18', '653', '173', '370', '0.468', '44', '118', '0.373', '76', '84', '0.905', '13', '38', '51', '95', '23', '8', '48', '38', '466', '1.98']"
2016-17,Playoffs,4,Kevin Durant,"['GSW', '15', '533', '149', '268', '0.556', '38', '86', '0.442', '92', '103', '0.893', '16', '103', '119', '64', '12', '20', '38', '39', '428', '1.68']"
2016-17,Playoffs,5,John Wall,"['WAS', '13', '507', '127', '281', '0.452', '21', '61', '0.344', '78', '93', '0.839', '7', '41', '48', '134', '22', '15', '55', '26', '353', '2.44']"
2016-17,Playoffs,6,Isaiah Thomas,"['BOS', '15', '521', '111', '261', '0.425', '36', '108', '0.333', '91', '111', '0.82', '5', '42', '47', '100', '13', '2', '50', '35', '349', '2.0']"
2016-17,Playoffs,7,Kawhi Leonard,"['SAS', '12', '429', '106', '202', '0.525', '25', '55', '0.455', '95', '102', '0.931', '19', '74', '93', '55', '20', '6', '26', '21', '332', '2.12']"
2016-17,Playoffs,8,Bradley Beal,"['WAS', '13', '505', '122', '259', '0.471', '29', '101', '0.287', '50', '61', '0.82', '15', '29', '44', '35', '21', '8', '27', '38', '323', '1.3']"
2016-17,Playoffs,9,James Harden,"['HOU', '11', '407', '90', '218', '0.413', '32', '115', '0.278', '101', '115', '0.878', '7', '53', '60', '93', '21', '5', '59', '43', '313', '1.58']"
2016-17,Playoffs,10,Kevin Love,"['CLE', '18', '578', '95', '218', '0.436', '50', '111', '0.45', '63', '75', '0.84', '36', '155', '191', '30', '21', '16', '31', '46', '303', '0.97']"
2016-17,Playoffs,11,Avery Bradley,"['BOS', '18', '645', '120', '272', '0.441', '40', '114', '0.351', '21', '27', '0.778', '18', '53', '71', '41', '23', '3', '31', '40', '301', '1.32']"
2016-17,Playoffs,12,Al Horford,"['BOS', '18', '610', '111', '190', '0.584', '27', '52', '0.519', '22', '29', '0.759', '31', '87', '118', '97', '15', '14', '33', '33', '271', '2.94']"
2016-17,Playoffs,13,Gordon Hayward,"['UTA', '11', '411', '83', '188', '0.441', '28', '68', '0.412', '71', '76', '0.934', '7', '60', '67', '37', '10', '3', '24', '23', '265', '1.54']"
2016-17,Playoffs,14,LaMarcus Aldridge,"['SAS', '16', '537', '110', '240', '0.458', '2', '14', '0.143', '42', '55', '0.764', '43', '76', '119', '24', '10', '16', '28', '41', '264', '0.86']"
2016-17,Playoffs,15,Klay Thompson,"['GSW', '17', '596', '94', '237', '0.397', '41', '106', '0.387', '26', '33', '0.788', '11', '55', '66', '35', '14', '5', '24', '44', '255', '1.46']"
2016-17,Playoffs,16,Jae Crowder,"['BOS', '18', '596', '87', '200', '0.435', '31', '88', '0.352', '40', '48', '0.833', '20', '95', '115', '48', '19', '6', '12', '52', '245', '4.0']"
2016-17,Playoffs,17,DeMar DeRozan,"['TOR', '10', '373', '76', '175', '0.434', '1', '15', '0.067', '71', '80', '0.888', '4', '45', '49', '34', '14', '0', '25', '26', '224', '1.36']"
2016-17,Playoffs,18,Draymond Green,"['GSW', '17', '593', '72', '161', '0.447', '32', '78', '0.41', '46', '67', '0.687', '20', '135', '155', '110', '31', '28', '36', '60', '222', '3.06']"
2016-17,Playoffs,19,Russell Westbrook,"['OKC', '5', '194', '59', '152', '0.388', '13', '49', '0.265', '56', '70', '0.8', '9', '49', '58', '54', '12', '2', '30', '16', '187', '1.8']"
2016-17,Playoffs,20,Chris Paul,"['LAC', '7', '260', '67', '135', '0.496', '14', '38', '0.368', '29', '33', '0.879', '4', '31', '35', '69', '12', '1', '19', '24', '177', '3.63']"
2016-17,Playoffs,21,Kelly Olynyk,"['BOS', '18', '346', '64', '125', '0.512', '15', '47', '0.319', '22', '30', '0.733', '14', '43', '57', '34', '13', '14', '22', '47', '165', '1.54']"
2016-17,Playoffs,21,Patty Mills,"['SAS', '16', '416', '57', '140', '0.407', '32', '89', '0.36', '19', '22', '0.864', '5', '29', '34', '43', '13', '1', '21', '33', '165', '2.05']"
2016-17,Playoffs,23,Jonathon Simmons,"['SAS', '15', '306', '62', '136', '0.456', '13', '37', '0.351', '21', '31', '0.677', '9', '19', '28', '29', '9', '2', '11', '30', '158', '2.64']"
2016-17,Playoffs,23,Otto Porter Jr.,"['WAS', '13', '428', '58', '109', '0.532', '11', '39', '0.282', '31', '35', '0.886', '15', '75', '90', '23', '21', '7', '10', '26', '158', '2.3']"
2016-17,Playoffs,25,Markieff Morris,"['WAS', '13', '373', '59', '145', '0.407', '14', '38', '0.368', '25', '31', '0.806', '18', '65', '83', '22', '12', '17', '21', '46', '157', '1.05']"
2016-17,Playoffs,26,Marcus Smart,"['BOS', '18', '538', '47', '134', '0.351', '29', '73', '0.397', '32', '50', '0.64', '23', '62', '85', '85', '27', '16', '38', '51', '155', '2.24']"
2016-17,Playoffs,27,Giannis Antetokounmpo,"['MIL', '6', '243', '60', '112', '0.536', '4', '10', '0.4', '25', '46', '0.543', '10', '47', '57', '24', '13', '10', '20', '21', '149', '1.2']"
2016-17,Playoffs,28,Dennis Schroder,"['ATL', '6', '211', '50', '110', '0.455', '17', '40', '0.425', '31', '37', '0.838', '4', '10', '14', '46', '6', '0', '10', '19', '148', '4.6']"
2016-17,Playoffs,28,Mike Conley,"['MEM', '6', '224', '50', '103', '0.485', '17', '38', '0.447', '31', '37', '0.838', '1', '19', '20', '42', '10', '3', '12', '11', '148', '3.5']"
2016-17,Playoffs,28,Tristan Thompson,"['CLE', '18', '562', '54', '92', '0.587', '0', '0', '0.0', '40', '60', '0.667', '69', '81', '150', '26', '9', '13', '21', '36', '148', '1.24']"
2016-17,Playoffs,31,Paul Millsap,"['ATL', '6', '219', '50', '99', '0.505', '3', '17', '0.176', '43', '53', '0.811', '9', '47', '56', '26', '10', '4', '23', '19', '146', '1.13']"
2016-17,Playoffs,32,JR Smith,"['CLE', '18', '487', '50', '99', '0.505', '40', '80', '0.5', '5', '11', '0.455', '5', '37', '42', '13', '13', '6', '12', '41', '145', '1.08']"
2016-17,Playoffs,33,Serge Ibaka,"['TOR', '10', '307', '60', '130', '0.462', '12', '38', '0.316', '11', '13', '0.846', '9', '56', '65', '14', '4', '17', '11', '37', '143', '1.27']"
2016-17,Playoffs,34,Eric Gordon,"['HOU', '11', '358', '51', '121', '0.421', '27', '70', '0.386', '13', '18', '0.722', '5', '38', '43', '22', '8', '6', '14', '20', '142', '1.57']"
2016-17,Playoffs,34,Joe Johnson,"['UTA', '11', '326', '58', '133', '0.436', '15', '45', '0.333', '11', '15', '0.733', '8', '35', '43', '27', '6', '1', '13', '21', '142', '2.08']"
2016-17,Playoffs,36,Lou Williams,"['HOU', '11', '272', '50', '118', '0.424', '12', '39', '0.308', '26', '29', '0.897', '7', '23', '30', '14', '7', '1', '14', '17', '138', '1.0']"
2016-17,Playoffs,37,Jimmy Butler,"['CHI', '6', '239', '46', '108', '0.426', '6', '23', '0.261', '38', '47', '0.809', '9', '35', '44', '26', '10', '5', '15', '10', '136', '1.73']"
2016-17,Playoffs,38,Tony Parker,"['SAS', '8', '211', '51', '97', '0.526', '11', '19', '0.579', '14', '14', '1.0', '2', '18', '20', '25', '4', '0', '12', '10', '127', '2.08']"
2016-17,Playoffs,39,Kyle Lowry,"['TOR', '8', '300', '43', '93', '0.462', '13', '38', '0.342', '27', '33', '0.818', '3', '22', '25', '47', '12', '4', '17', '26', '126', '2.77']"
2016-17,Playoffs,40,George Hill,"['UTA', '8', '281', '46', '98', '0.469', '12', '31', '0.387', '21', '29', '0.724', '8', '25', '33', '29', '2', '1', '13', '25', '125', '2.23']"
2016-17,Playoffs,41,Danny Green,"['SAS', '16', '436', '45', '111', '0.405', '26', '76', '0.342', '8', '14', '0.571', '13', '44', '57', '23', '10', '15', '17', '30', '124', '1.35']"
2016-17,Playoffs,42,Pau Gasol,"['SAS', '16', '365', '50', '114', '0.439', '6', '18', '0.333', '17', '24', '0.708', '39', '75', '114', '31', '7', '15', '18', '35', '123', '1.72']"
2016-17,Playoffs,43,Patrick Beverley,"['HOU', '11', '325', '45', '109', '0.413', '21', '52', '0.404', '11', '14', '0.786', '21', '40', '61', '33', '16', '2', '18', '38', '122', '1.83']"
2016-17,Playoffs,44,Trevor Ariza,"['HOU', '11', '413', '41', '97', '0.423', '23', '61', '0.377', '13', '14', '0.929', '8', '48', '56', '23', '14', '2', '9', '25', '118', '2.56']"
2016-17,Playoffs,45,Clint Capela,"['HOU', '11', '286', '46', '82', '0.561', '0', '1', '0.0', '24', '39', '0.615', '26', '70', '96', '12', '8', '28', '8', '28', '116', '1.5']"
2016-17,Playoffs,45,Marc Gasol,"['MEM', '6', '240', '39', '83', '0.47', '7', '12', '0.583', '31', '33', '0.939', '7', '32', '39', '25', '2', '4', '15', '22', '116', '1.67']"
2016-17,Playoffs,47,Andre Iguodala,"['GSW', '16', '419', '46', '101', '0.455', '8', '42', '0.19', '15', '26', '0.577', '9', '56', '65', '51', '14', '7', '16', '29', '115', '3.19']"
2016-17,Playoffs,47,Bojan Bogdanovic,"['WAS', '13', '264', '36', '87', '0.414', '16', '45', '0.356', '27', '32', '0.844', '10', '46', '56', '9', '6', '1', '8', '17', '115', '1.13']"
2016-17,Playoffs,49,Jonas Valanciunas,"['TOR', '10', '226', '44', '81', '0.543', '0', '1', '0.0', '24', '33', '0.727', '9', '58', '67', '2', '2', '6', '13', '22', '112', '0.15']"
2016-17,Playoffs,49,Paul George,"['IND', '4', '172', '34', '88', '0.386', '18', '42', '0.429', '26', '30', '0.867', '5', '30', '35', '29', '7', '2', '13', '13', '112', '2.23']"
2016-17,Playoffs,51,Damian Lillard,"['POR', '4', '151', '39', '90', '0.433', '9', '32', '0.281', '24', '25', '0.96', '4', '14', '18', '13', '5', '2', '13', '11', '111', '1.0']"
2016-17,Playoffs,52,Ian Clark,"['GSW', '16', '219', '40', '79', '0.506', '13', '36', '0.361', '16', '17', '0.941', '4', '22', '26', '11', '6', '0', '11', '17', '109', '1.0']"
2016-17,Playoffs,53,DeAndre Jordan,"['LAC', '7', '264', '43', '61', '0.705', '0', '1', '0.0', '22', '56', '0.393', '25', '76', '101', '5', '3', '6', '17', '29', '108', '0.29']"
2016-17,Playoffs,54,Manu Ginobili,"['SAS', '16', '284', '40', '97', '0.412', '9', '40', '0.225', '17', '23', '0.739', '10', '29', '39', '39', '16', '2', '12', '28', '106', '3.25']"
2016-17,Playoffs,55,Kyle Korver,"['CLE', '18', '326', '34', '80', '0.425', '27', '69', '0.391', '10', '10', '1.0', '2', '28', '30', '13', '7', '5', '7', '22', '105', '1.86']"
2016-17,Playoffs,55,Marcin Gortat,"['WAS', '13', '409', '47', '93', '0.505', '0', '0', '0.0', '11', '18', '0.611', '52', '91', '143', '24', '5', '20', '17', '40', '105', '1.41']"
2016-17,Playoffs,55,Norman Powell,"['TOR', '9', '227', '35', '82', '0.427', '15', '34', '0.441', '20', '24', '0.833', '5', '23', '28', '14', '10', '3', '15', '25', '105', '0.93']"
2016-17,Playoffs,58,Rudy Gobert,"['UTA', '9', '246', '40', '63', '0.635', '0', '0', '0.0', '24', '50', '0.48', '22', '67', '89', '11', '9', '12', '9', '30', '104', '1.22']"
2016-17,Playoffs,59,Ryan Anderson,"['HOU', '11', '336', '36', '92', '0.391', '17', '60', '0.283', '14', '16', '0.875', '15', '42', '57', '7', '4', '2', '9', '24', '103', '0.78']"
2016-17,Playoffs,60,Rodney Hood,"['UTA', '11', '277', '37', '105', '0.352', '13', '50', '0.26', '11', '18', '0.611', '1', '29', '30', '12', '5', '0', '10', '30', '98', '1.2']"
2016-17,Playoffs,61,Gerald Green,"['BOS', '13', '192', '34', '72', '0.472', '21', '45', '0.467', '8', '9', '0.889', '2', '18', '20', '9', '3', '1', '7', '21', '97', '1.29']"
2016-17,Playoffs,62,Terry Rozier,"['BOS', '17', '277', '33', '82', '0.402', '14', '38', '0.368', '16', '20', '0.8', '12', '32', '44', '32', '11', '4', '10', '20', '96', '3.2']"
2016-17,Playoffs,63,JaVale McGee,"['GSW', '16', '149', '41', '56', '0.732', '0', '0', '0.0', '13', '18', '0.722', '22', '26', '48', '4', '2', '15', '8', '31', '95', '0.5']"
2016-17,Playoffs,64,CJ McCollum,"['POR', '4', '140', '32', '80', '0.4', '11', '22', '0.5', '15', '16', '0.938', '8', '16', '24', '4', '4', '2', '15', '10', '90', '0.27']"
2016-17,Playoffs,64,Dwyane Wade,"['CHI', '6', '190', '32', '86', '0.372', '6', '17', '0.353', '20', '21', '0.952', '6', '24', '30', '24', '5', '8', '10', '8', '90', '2.4']"
2016-17,Playoffs,64,Nene,"['HOU', '9', '161', '36', '51', '0.706', '0', '1', '0.0', '18', '31', '0.581', '11', '31', '42', '5', '6', '4', '9', '24', '90', '0.56']"
2016-17,Playoffs,67,Channing Frye,"['CLE', '12', '154', '31', '60', '0.517', '20', '39', '0.513', '6', '7', '0.857', '0', '22', '22', '13', '3', '4', '2', '11', '88', '6.5']"
2016-17,Playoffs,67,Jamal Crawford,"['LAC', '7', '196', '35', '83', '0.422', '6', '25', '0.24', '12', '12', '1.0', '2', '7', '9', '13', '4', '1', '9', '12', '88', '1.44']"
2016-17,Playoffs,69,Khris Middleton,"['MIL', '6', '231', '31', '78', '0.397', '7', '19', '0.368', '18', '22', '0.818', '0', '28', '28', '32', '12', '0', '11', '17', '87', '2.91']"
2016-17,Playoffs,70,Jaylen Brown,"['BOS', '17', '215', '34', '71', '0.479', '5', '23', '0.217', '12', '18', '0.667', '12', '24', '36', '13', '6', '2', '13', '26', '85', '1.0']"
2016-17,Playoffs,71,Derrick Favors,"['UTA', '11', '225', '36', '62', '0.581', '0', '0', '0.0', '11', '23', '0.478', '15', '45', '60', '10', '8', '6', '4', '25', '83', '2.5']"
2016-17,Playoffs,71,Kyle Anderson,"['SAS', '15', '195', '36', '64', '0.563', '3', '10', '0.3', '8', '11', '0.727', '12', '34', '46', '25', '10', '2', '7', '8', '83', '3.57']"
2016-17,Playoffs,73,Cory Joseph,"['TOR', '10', '212', '31', '71', '0.437', '9', '22', '0.409', '8', '8', '1.0', '4', '17', '21', '31', '4', '2', '14', '17', '79', '2.21']"
2016-17,Playoffs,73,Greg Monroe,"['MIL', '6', '141', '27', '51', '0.529', '0', '0', '0.0', '25', '30', '0.833', '17', '27', '44', '10', '8', '3', '11', '16', '79', '0.91']"
2016-17,Playoffs,73,Zach Randolph,"['MEM', '6', '191', '35', '83', '0.422', '1', '7', '0.143', '8', '11', '0.727', '9', '40', '49', '4', '5', '2', '7', '14', '79', '0.57']"
2016-17,Playoffs,76,Deron Williams,"['CLE', '18', '262', '28', '64', '0.438', '12', '31', '0.387', '10', '11', '0.909', '3', '20', '23', '38', '10', '1', '17', '29', '78', '2.23']"
2016-17,Playoffs,77,Tim Hardaway Jr.,"['ATL', '6', '200', '27', '82', '0.329', '11', '42', '0.262', '12', '19', '0.632', '3', '13', '16', '7', '3', '0', '10', '13', '77', '0.7']"
2016-17,Playoffs,77,Zaza Pachulia,"['GSW', '15', '212', '32', '60', '0.533', '0', '1', '0.0', '13', '17', '0.765', '18', '39', '57', '12', '8', '4', '14', '32', '77', '0.86']"
2016-17,Playoffs,79,David West,"['GSW', '17', '221', '34', '59', '0.576', '1', '2', '0.5', '7', '9', '0.778', '7', '39', '46', '36', '7', '13', '10', '26', '76', '3.6']"
2016-17,Playoffs,79,Robin Lopez,"['CHI', '6', '162', '34', '52', '0.654', '0', '0', '0.0', '8', '8', '1.0', '28', '15', '43', '5', '3', '6', '8', '13', '76', '0.63']"
2016-17,Playoffs,81,Iman Shumpert,"['CLE', '17', '275', '25', '60', '0.417', '10', '26', '0.385', '14', '17', '0.824', '6', '41', '47', '16', '10', '3', '6', '32', '74', '2.67']"
2016-17,Playoffs,82,Shaun Livingston,"['GSW', '14', '220', '34', '59', '0.576', '0', '0', '0.0', '5', '7', '0.714', '10', '19', '29', '20', '5', '2', '10', '24', '73', '2.0']"
2016-17,Playoffs,83,Joe Ingles,"['UTA', '11', '333', '25', '62', '0.403', '15', '41', '0.366', '6', '9', '0.667', '2', '39', '41', '36', '22', '5', '16', '28', '71', '2.25']"
2016-17,Playoffs,84,Kelly Oubre Jr.,"['WAS', '12', '184', '26', '61', '0.426', '11', '30', '0.367', '7', '10', '0.7', '9', '19', '28', '4', '10', '5', '7', '38', '70', '0.57']"
2016-17,Playoffs,85,Jeff Teague,"['IND', '4', '142', '22', '45', '0.489', '9', '17', '0.529', '15', '18', '0.833', '0', '13', '13', '25', '4', '3', '8', '12', '68', '3.13']"
2016-17,Playoffs,86,Taurean Prince,"['ATL', '6', '187', '29', '52', '0.558', '4', '14', '0.286', '5', '5', '1.0', '7', '25', '32', '8', '2', '1', '7', '9', '67', '1.14']"
2016-17,Playoffs,87,JJ Redick,"['LAC', '7', '206', '19', '50', '0.38', '9', '26', '0.346', '17', '20', '0.85', '0', '12', '12', '6', '2', '0', '13', '17', '64', '0.46']"
2016-17,Playoffs,87,Lance Stephenson,"['IND', '4', '107', '27', '53', '0.509', '7', '18', '0.389', '3', '4', '0.75', '1', '20', '21', '11', '2', '0', '4', '11', '64', '2.75']"
2016-17,Playoffs,89,Boris Diaw,"['UTA', '11', '203', '24', '48', '0.5', '6', '14', '0.429', '9', '10', '0.9', '3', '18', '21', '22', '7', '4', '14', '12', '63', '1.57']"
2016-17,Playoffs,89,Dejounte Murray,"['SAS', '11', '168', '23', '61', '0.377', '0', '3', '0.0', '17', '25', '0.68', '4', '23', '27', '27', '16', '1', '16', '14', '63', '1.69']"
2016-17,Playoffs,91,Blake Griffin,"['LAC', '3', '99', '25', '51', '0.49', '4', '6', '0.667', '7', '7', '1.0', '3', '15', '18', '7', '2', '1', '6', '2', '61', '1.17']"
2016-17,Playoffs,91,David Lee,"['SAS', '15', '245', '25', '48', '0.521', '0', '1', '0.0', '11', '17', '0.647', '20', '37', '57', '11', '4', '5', '6', '20', '61', '1.83']"
2016-17,Playoffs,91,Patrick McCaw,"['GSW', '15', '181', '21', '48', '0.438', '8', '23', '0.348', '11', '13', '0.846', '10', '23', '33', '16', '9', '3', '3', '14', '61', '5.33']"
2016-17,Playoffs,94,Tony Snell,"['MIL', '6', '185', '22', '44', '0.5', '16', '31', '0.516', '0', '0', '0.0', '2', '12', '14', '9', '1', '1', '2', '17', '60', '4.5']"
2016-17,Playoffs,95,Kent Bazemore,"['ATL', '6', '150', '21', '53', '0.396', '7', '24', '0.292', '10', '14', '0.714', '4', '19', '23', '20', '4', '5', '16', '15', '59', '1.25']"
2016-17,Playoffs,96,Andre Roberson,"['OKC', '5', '185', '24', '46', '0.522', '7', '17', '0.412', '3', '21', '0.143', '18', '13', '31', '9', '12', '17', '7', '15', '58', '1.29']"
2016-17,Playoffs,97,Richard Jefferson,"['CLE', '14', '179', '16', '38', '0.421', '5', '19', '0.263', '18', '28', '0.643', '10', '15', '25', '7', '2', '3', '8', '30', '55', '0.88']"
2016-17,Playoffs,97,Vince Carter,"['MEM', '6', '195', '20', '42', '0.476', '8', '20', '0.4', '7', '7', '1.0', '4', '16', '20', '9', '2', '0', '10', '15', '55', '0.9']"
2016-17,Playoffs,99,Malcolm Brogdon,"['MIL', '6', '183', '22', '55', '0.4', '10', '21', '0.476', '0', '0', '0.0', '3', '23', '26', '21', '3', '2', '12', '12', '54', '1.75']"
2016-17,Playoffs,99,Shelvin Mack,"['UTA', '9', '155', '17', '49', '0.347', '7', '15', '0.467', '13', '15', '0.867', '3', '22', '25', '18', '4', '0', '9', '14', '54', '2.0']"
2016-17,Playoffs,99,Victor Oladipo,"['OKC', '5', '181', '21', '61', '0.344', '6', '25', '0.24', '6', '6', '1.0', '2', '26', '28', '10', '7', '3', '6', '17', '54', '1.67']"
2016-17,Playoffs,102,Luc Mbah a Moute,"['LAC', '7', '224', '17', '43', '0.395', '5', '16', '0.313', '14', '20', '0.7', '10', '24', '34', '7', '8', '4', '3', '16', '53', '2.33']"
2016-17,Playoffs,103,Nikola Mirotic,"['CHI', '6', '162', '17', '50', '0.34', '10', '35', '0.286', '8', '10', '0.8', '4', '26', '30', '9', '4', '3', '4', '16', '52', '2.25']"
2016-17,Playoffs,104,Jason Smith,"['WAS', '13', '157', '19', '39', '0.487', '3', '10', '0.3', '10', '14', '0.714', '10', '19', '29', '4', '2', '7', '10', '30', '51', '0.4']"
